coefficient
-4.592004107667781
-3.516915044598628
-3.054379314268375
-2.705249413099123
-2.429566755133316
-2.4157918478468265
-2.2239785198053585
-2.221984992846516
-2.1675534146349804
-2.1011142488751333
-2.0841494335836472
-2.0827904313681707
-2.0468692050621877
-2.046177977001382
-2.043585310287433
-1.9720492167689514
-1.9351978328793604
-1.9135977458351048
-1.9094074335145925
-1.9026770561018864
-1.8775971077681888
-1.8736879267243685
-1.8720997096482994
-1.870434896244434
-1.8638206622348126
-1.8551885183492773
-1.8009595271162482
-1.7982940249488715
-1.7733198708679971
-1.7427646178372203
-1.7419983907477643
-1.7278657303486542
-1.7269925037361953
-1.7248389202773773
-1.7143383708426891
-1.7117523695176213
-1.6729971705165374
-1.6703570048026608
-1.669000342206937
-1.6608063992302264
-1.6555529814106915
-1.6499390562072536
-1.645241388842653
-1.6191590220072478
-1.5996346776030768
-1.5995864028365354
-1.587748998945424
-1.5871443550700326
-1.5850929053482197
-1.5819981589546428
-1.5594713047582245
-1.5543161018383895
-1.5464379067039984
-1.5440481955685068
-1.539649587712724
-1.5228100040452166
-1.5226428730987938
-1.4982249852627945
-1.4952644927030465
-1.4949741740703046
-1.4886018998810397
-1.4863680425842685
-1.482589059868851
-1.4680124331405358
-1.4643271926010897
-1.4642555573300544
-1.4538080242564206
-1.4472985887678278
-1.4445697624801805
-1.442986152989778
-1.4424421005884591
-1.4393611860975766
-1.4358157430207514
-1.4326793061485832
-1.4293926836908843
-1.4216728794811913
-1.4195435643846748
-1.4192294758965005
-1.4181501928585494
-1.4100600282914573
-1.4083767617005318
-1.4054184798202611
-1.401709438242679
-1.3989184097199925
-1.391481437219786
-1.3865853680134461
-1.3840263669503035
-1.3829671717645617
-1.3799368924819384
-1.3793740038874933
-1.3792469546901596
-1.378934272694909
-1.3699049239008285
-1.3656642085190107
-1.3629771653635485
-1.360240283647675
-1.3577722647174026
-1.355499675230566
-1.3478321027212745
-1.3399974672520945
-1.339374557572957
-1.3354368318665997
-1.3244394449566776
-1.32338954353838
-1.322641318110718
-1.3104228207094324
-1.2957242196478473
-1.2906511137611536
-1.2896846982742451
-1.275220125930416
-1.2727028254796338
-1.2690517829919947
-1.2661549267909946
-1.2656969407039218
-1.2641371967386288
-1.2630875209018568
-1.2616901999527732
-1.2563116197002635
-1.253802436158724
-1.2516900842359233
-1.247286656447
-1.2466504571722494
-1.2438164465474086
-1.2356484717112806
-1.2356251172213941
-1.234823468795093
-1.23267732558979
-1.2324146974862555
-1.2277602127183656
-1.2226672757819512
-1.222463978635624
-1.2221149096801958
-1.2167884144954821
-1.2141839413404927
-1.2127704628500389
-1.2109574949560107
-1.2105881785535566
-1.2105172469164087
-1.209362810877558
-1.2068696774823922
-1.2066893138632118
-1.205021787257499
-1.2007239213993355
-1.1981789392351296
-1.195943155282353
-1.192804284142047
-1.1925822099669714
-1.1885879448473422
-1.1881034192243936
-1.1875428558907641
-1.1816372762439278
-1.17902128914466
-1.1757719622099552
-1.1743069142728886
-1.1738241280863333
-1.1718294717383897
-1.1709880800476329
-1.1705787195858481
-1.1676563107240454
-1.1594900037692895
-1.158175228507214
-1.1570774981939198
-1.1569459741292318
-1.1566830025624004
-1.1564201789569817
-1.154353299728668
-1.1540973248294748
-1.1540940789387422
-1.1491130118048103
-1.148453679657553
-1.1474931965043869
-1.1459970537822837
-1.145652548315916
-1.1444378019667345
-1.1433823419770843
-1.1412666954994553
-1.1389874139321614
-1.1377831645515513
-1.136213336924503
-1.1357639303725022
-1.1355495547709735
-1.1346219405530151
-1.1344290607546654
-1.1335040814195534
-1.1319309920928975
-1.1297509586164671
-1.1286666089681225
-1.128206618185745
-1.127517548773153
-1.12647780975423
-1.1253230780280286
-1.1251206967645662
-1.1208774315680692
-1.1202514853874366
-1.1190532065390861
-1.1183920009304427
-1.1178892603321016
-1.1163807057290027
-1.1157167162797048
-1.1139079305252462
-1.1137943590131976
-1.1106092518335973
-1.1060003942565506
-1.1026014252009586
-1.09884971571652
-1.0963874435614902
-1.0956202088221392
-1.0942257068195849
-1.093986602402708
-1.0929339873513344
-1.0921052765713148
-1.091623507989299
-1.091242619945172
-1.088343280383286
-1.0883056188705285
-1.0860567087395077
-1.085643570337009
-1.0854195815287355
-1.0840091318413196
-1.0833497518975754
-1.0778462881824449
-1.077773341082198
-1.0774370488223013
-1.07623687915131
-1.0759818770014822
-1.0745756936560322
-1.072357697886433
-1.0711952421272892
-1.0705877381644449
-1.0702099042556952
-1.0698591776998487
-1.0695654315528387
-1.065898576121681
-1.0631428732029518
-1.05735632830596
-1.057245261455774
-1.0567445135451183
-1.0543912455910018
-1.0542151655707137
-1.0532685684928613
-1.0526027682190633
-1.050630047653437
-1.050521935047835
-1.047806120254419
-1.0470976157292122
-1.0460957294887636
-1.0441279847588854
-1.044014644053584
-1.0417742905435625
-1.040372963037266
-1.0401578980453814
-1.04003344496332
-1.0393170337302575
-1.0382234478393628
-1.037412676478846
-1.036246820372155
-1.0360223510825877
-1.0356052502216941
-1.0339391226394854
-1.0331538186845335
-1.0329719169517477
-1.0310786560987997
-1.0308399629467189
-1.0289035864298284
-1.027242569986052
-1.0266129650522469
-1.0237699327513523
-1.0203901343176172
-1.0186433997312825
-1.016004845638327
-1.0150974924123646
-1.0147058772927036
-1.0130415668379438
-1.0121393930507552
-1.0114856929005112
-1.0111569698473606
-1.009823659526546
-1.0095076463871722
-1.0094126392978082
-1.008173885951005
-1.0061908325554139
-1.0060961233757542
-1.0030370925053727
-1.002394389746573
-1.0021501278855527
-0.9995988816000358
-0.9990789049189361
-0.9967878702674421
-0.9967772415095234
-0.9965023763699081
-0.9964076225990555
-0.9959474477333028
-0.9952629399903916
-0.995002274941733
-0.9947792907225913
-0.9944955554845153
-0.9920254084978076
-0.9918107762446008
-0.9906969521475125
-0.9898321019277757
-0.98819805628364
-0.9875517861453416
-0.9872055930857223
-0.9861518652675841
-0.9846474830719726
-0.9845288383300286
-0.9793078298824268
-0.9791873036309486
-0.9789629869426048
-0.9766293972638223
-0.9752512426305645
-0.9744113002106134
-0.9743865364597263
-0.9738333977218897
-0.9738012269819569
-0.9722688102435262
-0.9705038781861506
-0.9702669281598605
-0.9699387405511033
-0.9694754218012416
-0.967198429764429
-0.9644241069667474
-0.9641688369748547
-0.9625917883723638
-0.9611482998026823
-0.960628083754656
-0.9590103830135094
-0.9588431207513879
-0.9580425950872696
-0.957442670536706
-0.9548777250264587
-0.9548449755496226
-0.9545201439630879
-0.952127236071986
-0.9513779186636621
-0.949614495048543
-0.9494918421368496
-0.9492681799578723
-0.9492148623917573
-0.948520387832257
-0.945820157942216
-0.9433625919634976
-0.9424601714329953
-0.9415105472027928
-0.9409648245967943
-0.9391763271191964
-0.9381191363583272
-0.9373859166215711
-0.9370428159119326
-0.9364135927352953
-0.93395726208825
-0.9324701496834452
-0.9303474445254493
-0.9296793313498997
-0.9293756023067795
-0.9285451886951333
-0.9283804085557004
-0.9276628082598116
-0.9261220024268605
-0.9259517300729885
-0.9251372574524825
-0.9245263159742052
-0.9241736787510424
-0.9227166616683841
-0.921017822601794
-0.9208417665866353
-0.9197265793584765
-0.9186093477301824
-0.9183378695792759
-0.9182880193568114
-0.9170177013304325
-0.9148571548248243
-0.9145769615731056
-0.9144102644669483
-0.9140889885096417
-0.913550882150752
-0.912418148204337
-0.9120071513697814
-0.9114566966748175
-0.9112136672957302
-0.9099283852489579
-0.9098260776851084
-0.9095551082487325
-0.9089578440068201
-0.9088679462202249
-0.908114311798462
-0.9063603255965832
-0.9057651691956222
-0.9025047216251858
-0.8996193761313718
-0.8994873475729255
-0.8984329480048446
-0.8978180127129688
-0.8954842359484793
-0.8952983865060089
-0.8935674084679379
-0.8934521408223705
-0.8933643101821296
-0.8931258257374377
-0.8927929187084477
-0.891802668051438
-0.8915671616588206
-0.8908253293483555
-0.889774676745108
-0.8888587842638036
-0.8884050321707485
-0.8875799213988457
-0.8873761738350948
-0.8868749355556376
-0.8865996366775413
-0.8853651841202765
-0.8848631189594766
-0.8845620229139263
-0.8837433697062629
-0.882246710153514
-0.8820221194091579
-0.8819529299608024
-0.8793568342137685
-0.8785075559341952
-0.8782334106591921
-0.877178785494602
-0.876451188331417
-0.8761173155991977
-0.8754648257876222
-0.8741301298723033
-0.8726821624016393
-0.8721707369257858
-0.8696010483842536
-0.8691761591655456
-0.8690831777629815
-0.8682939398727558
-0.8681321590483986
-0.8680832924931339
-0.8677150230762299
-0.8672452581613818
-0.8667339538270543
-0.8667290131078966
-0.8666414431257223
-0.8655630962399522
-0.8652187441231735
-0.8636157611500862
-0.8630969045503427
-0.8629174650024541
-0.8617910757121972
-0.8601100027228176
-0.8595313111356527
-0.8592933424252277
-0.8587919662279212
-0.8574177642565273
-0.8568803308577976
-0.8550104078540145
-0.8543252724398938
-0.8538858188712874
-0.8532752349279603
-0.853133757384523
-0.8525451734074728
-0.8525315492426259
-0.8521517935008339
-0.8505550331374634
-0.8502838921169017
-0.8499182305445576
-0.8490961856730473
-0.8457660777501903
-0.8453891487583846
-0.8450873638433921
-0.8426981696460762
-0.8424467530942015
-0.8418526849811071
-0.8412052458749235
-0.8408600481829401
-0.8408070542061626
-0.8393288932423053
-0.83910579230861
-0.8386518950444642
-0.8382973455374474
-0.8371247753051134
-0.8370451626370038
-0.8365764579725464
-0.836533528136604
-0.8353811058319724
-0.8339974811821659
-0.8331929008823749
-0.8322603096997053
-0.8320665961247646
-0.8319225051962367
-0.831827745674993
-0.8313748680196645
-0.8305670207013581
-0.8293968740654336
-0.8287010532120433
-0.8286227599266902
-0.8282826449262246
-0.8274129726256811
-0.8273457445137135
-0.8272063845008369
-0.8270756569885956
-0.8270225692463375
-0.8261694316012239
-0.825752745660187
-0.825282164942409
-0.8244529313485273
-0.8235529750943891
-0.8232950300842115
-0.8232094670159924
-0.8194831282532952
-0.8194346780123949
-0.819250566279538
-0.8180147395028876
-0.8171860285629687
-0.8167904091343128
-0.81630844645274
-0.815985641259187
-0.8154950569323931
-0.8153163796192063
-0.8151766460708469
-0.8151387333495573
-0.8140700354171952
-0.8125780510246832
-0.8121003791825463
-0.8105121686984631
-0.8103011625423725
-0.8096915972037593
-0.809147074786169
-0.8072730188848584
-0.8070338861814506
-0.806958123223468
-0.8067434484533115
-0.8066486106931747
-0.8066177016236521
-0.8059974725097017
-0.8058399207467497
-0.8058084008157108
-0.8040107278472818
-0.8036151817872862
-0.8035896098733175
-0.8029968685577185
-0.8025119191357314
-0.8023464322917241
-0.8015618321050099
-0.8012880580616387
-0.7991081912309469
-0.7971380364591004
-0.7963012610850563
-0.7948915613461278
-0.7945472237319451
-0.793940294587877
-0.7936518140773154
-0.7936418323359026
-0.7919131051299895
-0.791451784687273
-0.7911839930750126
-0.7908558162839423
-0.790132721764125
-0.789524636029287
-0.7877277414472683
-0.7870221579736869
-0.7870152868578255
-0.7863623196276418
-0.7859545129960525
-0.7857910549411969
-0.7841832045698206
-0.7832462863112171
-0.7831166770488662
-0.781140912557744
-0.7810564355787258
-0.780953812577825
-0.77968199270466
-0.779421334711641
-0.7790787681411782
-0.7789330798104187
-0.7788050513020766
-0.7787019650990938
-0.7786773743386044
-0.7775130733407687
-0.7773399090017336
-0.7772654575208616
-0.7764794118990592
-0.7764453946648623
-0.7750262880253601
-0.7745509480422661
-0.7744642496382587
-0.7738520042684152
-0.7738130685572864
-0.772733067774725
-0.7720592773193306
-0.7718479338369539
-0.7709030448422878
-0.7706191228308096
-0.7701540744073534
-0.7679432368099339
-0.7676499083443148
-0.7671501433283973
-0.7659240401963628
-0.765528020616585
-0.7647604040147178
-0.7639161436419935
-0.7637502058423228
-0.7626476555169234
-0.761097352876624
-0.7592419393407004
-0.7582791333233759
-0.7575213511773067
-0.7572411677438858
-0.7557746112999574
-0.7553998030125165
-0.75491284983737
-0.7547788831911151
-0.7544962745654773
-0.7530645072081044
-0.752994006335959
-0.7512051952769203
-0.7510668792323131
-0.7508683936583224
-0.7499894380216338
-0.7494436806151029
-0.7491159960640241
-0.7473167602724221
-0.7467186852651733
-0.7464592846609098
-0.7448212109799287
-0.7434675373212687
-0.7432176588166904
-0.7428271632769163
-0.7426320615547551
-0.7413385721517015
-0.7402317293094266
-0.7398481048577917
-0.7390881041700739
-0.738193202010917
-0.7363412099277005
-0.7355765051088458
-0.7351822215655314
-0.7347422688439857
-0.7338319353192014
-0.7337646066406059
-0.733434629109576
-0.7327134178934178
-0.7326962103649612
-0.7326021962415439
-0.7323802476508381
-0.7323497419891967
-0.7297174278508404
-0.728876154177183
-0.7283986240444377
